ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,default payment next month,TOTAL PAID,TOTAL_SPEND,
385,80000,1,2,2,25,0,0,0,0,0,-2,0,18103,107251,
386,410000,2,5,1,42,0,0,0,0,0,0,0,63800,1741454,
387,80000,2,1,2,29,1,-1,-1,-2,-2,-2,0,80000,80000,
388,80000,1,3,1,73,-1,0,0,2,2,2,1,23430,416184,
389,150000,1,2,1,43,0,0,0,0,0,0,0,36834,944099,
390,260000,1,1,1,30,-1,-1,-1,0,0,-1,1,131815,2586,
391,350000,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,
392,280000,2,2,1,39,1,-1,0,0,0,0,1,48684,174954,
393,310000,1,2,1,44,0,0,0,0,0,0,0,20078,503434,
394,140000,2,2,2,29,0,0,0,0,0,0,0,16500,118369,
395,360000,1,1,1,51,-1,-1,-1,-2,-2,-2,0,25000,63000,
396,140000,2,1,2,27,0,0,0,0,0,0,0,43600,858345,
397,100000,1,1,2,38,0,0,0,0,0,0,0,5141,240783,
398,50000,2,2,2,22,-2,-2,-2,-2,-2,-2,0,1480,1480,
399,210000,2,2,1,30,0,0,0,0,0,0,0,23202,567259,
400,120000,2,2,2,25,2,2,2,2,2,2,0,21679,703798,
401,240000,1,1,2,29,0,0,0,0,0,-1,0,204634,666907,
402,60000,2,3,3,42,0,0,0,0,0,0,0,9885,185007,
403,150000,1,1,2,41,-1,-1,-1,-1,-1,2,1,5291,7098,
404,30000,1,2,1,48,0,0,0,0,0,0,0,8942,161543,
405,160000,2,1,2,29,2,2,2,2,2,2,1,30512,974815,
406,200000,1,1,1,52,-2,-2,-2,-2,-2,-2,0,92473,92108,
407,120000,2,2,1,25,0,0,0,-2,-2,-2,0,6000,47869,
408,500000,1,1,1,37,1,2,0,0,0,0,0,64709,2466458,
409,320000,2,1,2,27,0,0,0,0,0,0,0,67601,365115,
410,280000,1,1,2,31,0,0,0,0,0,0,0,42823,1043732,
411,60000,2,1,2,23,1,2,2,2,2,2,1,8209,185629,
412,200000,2,1,1,38,-1,-1,-2,-1,-1,-2,0,517,257,
413,230000,2,1,1,32,1,-2,-1,-1,-1,-1,0,11611,11600,
414,230000,2,2,2,27,1,2,0,0,0,0,1,7441,64332,
415,480000,2,3,1,41,-2,-2,-2,-2,-2,-2,0,279713,292489,
416,50000,2,3,1,35,-1,-1,-1,-2,-2,-2,0,5640,27500,
417,200000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,19872,23286,
418,50000,2,1,2,30,0,0,0,0,0,2,0,7800,104694,
419,50000,1,2,1,48,0,0,0,0,0,0,0,15461,180417,
420,260000,2,1,2,36,1,-2,-2,-2,-2,-2,1,0,0,
421,30000,1,1,2,24,2,0,0,0,0,2,0,8607,166661,
422,440000,2,1,2,29,0,0,0,0,0,0,0,42156,962256,
423,230000,2,2,2,38,-1,-1,-1,-1,-1,-1,0,9709,17733,
424,200000,1,2,1,38,2,2,2,0,0,0,1,20500,613953,
425,490000,2,2,1,30,0,0,0,0,0,0,0,43181,1185021,
426,80000,2,2,1,32,-1,-1,-2,-2,-2,-2,0,0,11262,
427,20000,2,3,2,49,2,2,2,2,0,0,1,10123,79043,
428,170000,2,1,2,31,-1,-1,-1,-1,0,-1,1,1393,1393,
429,70000,1,1,2,27,0,0,0,0,0,0,0,36641,293401,
430,210000,2,2,2,33,0,0,0,0,0,0,0,24500,762633,
431,90000,2,2,2,25,0,0,0,0,0,0,0,18601,465009,
432,390000,2,1,2,27,0,0,0,0,0,0,1,62172,1772871,
433,110000,2,1,2,29,0,0,0,0,0,0,0,13557,304292,
434,580000,2,1,1,36,0,0,0,0,0,0,0,36784,994160,
435,360000,1,3,1,55,0,0,-1,-1,-1,-2,0,25244,36696,
436,270000,2,2,1,32,1,2,2,2,2,2,1,42000,1359821,
437,60000,2,1,2,27,-1,-1,-2,-1,2,-1,0,650,14672,
438,110000,1,3,1,37,0,0,0,0,0,0,0,13600,367490,
439,50000,2,1,1,25,0,0,0,0,0,0,0,8773,235192,
440,80000,2,1,2,23,0,0,0,0,0,0,1,49268,339098,
441,50000,1,2,2,23,-1,-1,-1,-1,0,0,0,16630,28024,
442,100000,1,1,2,32,0,0,0,0,2,2,0,21237,531060,
443,30000,2,1,2,26,1,-2,-1,-1,-1,-1,0,4137,4137,
444,200000,2,1,2,27,0,0,0,0,0,0,0,34070,730818,
445,240000,1,1,2,44,0,0,0,0,0,0,1,51436,1306045,
446,220000,1,2,2,34,0,0,0,0,0,0,0,6300,160668,
447,160000,2,1,2,28,0,0,0,0,0,0,0,19300,601165,
448,180000,2,1,1,53,-1,-1,-1,0,0,-1,0,32279,83747,
449,200000,1,4,1,42,0,0,0,0,0,0,0,12043,170347,
450,140000,2,3,1,30,0,0,0,2,0,0,0,27121,461266,
451,380000,1,1,1,51,1,-2,-2,-2,-2,-2,1,0,0,
452,600000,1,1,1,53,2,2,0,0,0,0,1,91000,2718542,
453,260000,1,2,2,37,0,0,0,-1,0,0,0,168022,935929,
454,200000,2,1,2,26,0,0,-2,-2,-2,-2,0,7394,162165,
455,80000,1,2,2,42,0,0,0,0,0,0,0,61032,331586,
456,40000,1,2,2,39,0,0,0,0,0,-1,0,14049,124960,
457,130000,1,3,2,39,1,2,2,2,2,2,0,18000,439958,
458,50000,1,1,2,32,-1,0,0,0,0,-2,0,5000,99206,
459,230000,2,2,1,41,-1,-1,-1,-1,-1,-1,0,59373,48732,
460,70000,1,2,1,48,0,0,0,0,0,-1,1,14807,156587,
461,180000,2,2,1,38,0,0,0,0,0,0,0,36029,838496,
462,80000,2,2,1,36,-1,-1,-1,-1,-1,-1,0,28667,28137,
463,290000,2,2,2,26,0,0,0,-1,-1,0,0,115536,248603,
464,230000,2,1,2,28,0,0,0,0,0,0,0,144032,564897,
465,170000,2,3,3,56,1,-2,-1,-1,-2,-1,0,2755,2141,
466,230000,1,1,1,59,-1,0,0,0,0,0,1,42822,1210604,
467,220000,1,1,2,38,0,0,0,0,0,0,1,45147,1188181,
468,230000,1,2,2,32,0,0,0,0,0,0,0,5236,142857,
469,500000,1,2,1,38,0,0,0,-1,0,0,0,99568,300881,
470,90000,2,1,1,41,-1,-1,-1,-1,-1,-1,0,14731,19471,
471,390000,2,3,2,35,0,0,0,0,0,0,1,67884,1864430,
472,400000,2,2,2,41,0,0,0,0,0,0,0,51938,1618141,
473,180000,1,2,1,34,-1,-1,-1,-1,-1,-1,0,11076,11563,
474,60000,1,3,1,38,1,2,2,0,0,2,0,9500,192042,
475,120000,2,2,1,32,-1,-1,-1,-1,-1,-1,0,20172,19210,
476,60000,2,2,2,29,0,0,0,0,0,0,0,6820,167658,
477,50000,1,1,2,44,0,0,0,0,0,0,0,7869,195918,
478,70000,2,2,1,37,0,0,0,2,0,0,0,14935,380598,
479,500000,2,1,1,38,-1,2,-1,-1,-1,0,0,2301,2751,
480,200000,1,1,2,31,-2,-2,-2,-2,-2,-2,0,0,0,
481,250000,2,2,1,40,0,0,0,0,-1,2,0,193164,274820,
482,140000,1,2,2,26,0,0,2,2,2,2,1,39650,832487,
483,70000,2,2,2,28,0,0,0,0,-1,2,0,10806,169724,
484,90000,1,3,1,48,1,2,2,2,2,2,0,14486,411870,
485,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,0,9818,10198,
486,190000,1,2,1,31,0,0,0,0,0,0,0,29086,894199,
487,230000,2,1,1,42,-1,-1,-1,-1,-1,-1,0,45768,52633,
488,320000,1,2,1,39,0,0,0,0,0,0,0,23059,556223,
489,220000,2,2,1,36,-1,-1,-1,0,-1,-1,1,4024,4024,
490,260000,2,1,1,34,-1,-1,-1,-1,-1,-1,0,29865,37990,
491,90000,2,2,2,32,-2,-2,-2,-2,-2,-2,0,157,573,
492,30000,2,2,1,43,2,2,2,2,2,0,0,4610,144207,
493,260000,1,2,2,30,0,0,0,2,0,0,0,22116,668040,
494,170000,2,2,2,28,0,0,-1,-1,-2,-2,0,4308,46228,
495,80000,2,1,1,28,0,0,0,0,0,0,1,3476,58976,
496,50000,1,1,1,41,-1,-1,-1,-1,-1,-1,0,4250,2336,
497,200000,2,3,2,47,0,0,0,0,0,0,0,43749,1196650,
498,20000,1,2,2,23,0,0,2,0,0,0,0,10465,123892,
499,250000,2,1,1,49,-1,-1,-2,-1,-1,-1,0,1771,1819,
500,20000,1,1,1,38,0,0,0,2,2,0,0,7939,114642,
501,30000,2,2,1,38,0,0,0,0,2,2,0,8200,138451,
502,90000,2,2,1,35,1,2,2,2,2,2,0,12500,162740,
503,230000,2,6,2,46,0,0,0,0,0,0,0,49500,1249171,
504,130000,2,1,1,33,0,0,0,0,0,0,1,5000,107017,
505,30000,1,6,1,53,-2,-2,-2,-2,-2,-2,0,0,0,
506,160000,1,1,2,35,-1,-1,-1,-1,-1,-1,0,2805,3200,
507,500000,2,2,2,43,-1,-1,-1,0,0,-1,0,819093,761573,
508,180000,2,2,2,28,0,0,0,0,0,2,0,10128,226042,
509,80000,2,2,1,30,0,0,0,0,0,2,0,4800,75825,
510,120000,1,1,2,26,-1,-1,-2,-1,-1,-2,0,10446,11330,
511,130000,1,2,1,31,-1,-1,-1,-1,-1,2,0,5643,6514,
512,120000,2,2,2,35,-1,-1,-1,-1,-1,-1,1,1440,1440,
513,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,116088,132271,
514,50000,1,2,2,23,2,2,2,2,2,2,1,8800,189259,
515,20000,2,2,2,23,0,0,2,0,0,0,0,4938,103607,
516,100000,1,3,1,56,0,0,-1,0,0,0,0,99730,472054,
517,70000,1,3,1,32,0,0,0,0,0,0,0,19970,415116,
518,50000,1,2,1,47,0,0,0,0,0,0,0,11797,108988,
519,10000,2,2,2,22,1,2,0,0,0,0,0,4607,59270,
520,290000,2,1,1,34,0,0,0,0,0,0,0,39000,624930,
521,30000,2,1,1,31,0,0,0,0,0,0,0,7645,110402,
522,410000,2,2,2,27,1,-1,0,0,0,0,0,96874,237536,
523,360000,1,1,2,28,-1,-1,-1,0,0,-1,1,454830,424799,
524,140000,2,2,1,42,0,0,0,0,0,0,1,27167,501478,
525,210000,2,1,2,32,0,0,0,0,0,0,0,17600,427893,
526,220000,2,2,2,27,-1,-1,-1,-1,-1,-1,0,171909,20097,
527,20000,1,2,2,27,1,2,0,0,0,2,0,4500,116201,
528,620000,2,2,1,45,2,2,0,0,0,0,1,30700,979950,
529,360000,1,1,2,26,1,-2,-2,-2,-1,-1,0,4298,4245,
530,20000,2,2,2,21,-1,-1,2,2,-1,-1,0,36511,52614,
531,50000,1,2,2,23,0,0,0,0,0,0,0,28536,129497,
532,50000,1,2,3,30,0,0,0,0,0,0,0,6935,218334,
533,10000,1,2,2,46,0,0,2,2,2,0,1,3766,36955,
534,100000,2,3,1,50,2,0,0,3,3,2,1,17050,356645,
535,50000,1,1,2,26,-2,-2,-2,-2,-2,-2,0,9519,11223,
536,60000,1,2,2,25,-1,-1,0,-1,-1,0,0,14013,17388,
537,440000,2,1,2,35,0,0,0,0,0,0,0,55700,1590980,
538,120000,1,2,1,44,0,0,0,0,0,0,0,14449,421362,
539,50000,2,1,2,52,0,0,0,-2,-1,-1,0,1318,7741,
540,110000,2,2,1,40,1,2,2,2,2,2,0,23100,576533,
541,200000,2,1,2,38,-1,-1,-2,-2,-1,-1,0,805,887,
542,150000,2,1,2,28,1,-2,-2,-2,-2,-1,0,318,318,
543,30000,2,2,1,36,2,3,2,2,0,0,1,4700,169630,
544,100000,2,1,2,24,0,0,0,0,-1,-1,0,51245,164636,
545,360000,2,1,1,34,-1,0,0,-1,0,-1,0,40069,58482,
546,390000,2,1,2,31,0,0,0,0,0,0,0,23000,284264,
547,220000,2,1,1,41,1,-2,-2,-2,-2,-2,1,0,-525,
548,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,
549,230000,2,1,2,28,-1,-1,0,0,0,0,0,25923,63456,
550,120000,1,1,2,27,0,0,0,0,0,0,0,27524,246395,
551,100000,1,3,1,52,0,0,2,2,2,0,1,7500,37706,
552,190000,2,1,2,41,-1,-1,-1,-1,-1,-1,1,43854,72112,
553,50000,1,1,1,56,0,0,0,0,0,0,1,9617,219191,
554,240000,2,1,1,42,1,-1,-1,-2,-2,-2,0,6370,6370,
555,40000,2,2,2,24,-2,-2,-2,-2,-2,-2,0,10159,223518,
556,630000,2,2,1,47,0,0,0,-1,-1,-2,0,55661,118530,
557,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,9074,13149,
558,110000,2,2,2,32,0,0,2,2,2,2,0,29300,463018,
559,20000,1,2,2,29,0,0,0,-2,-2,-2,0,2055,35627,
560,210000,2,3,1,53,0,0,0,0,0,0,0,14975,362544,
561,270000,1,1,2,34,-1,-1,0,-1,-1,-1,0,43455,57523,
562,360000,2,2,2,52,-2,-2,-2,-2,-2,-2,0,4973,4687,
563,60000,2,2,1,42,-1,-1,-1,-1,-1,-1,0,9750,9651,
564,360000,1,2,2,38,-1,0,0,0,0,0,0,136709,477607,
565,390000,2,1,2,45,2,2,2,-1,2,2,0,9874,9583,
566,250000,2,3,2,35,-2,-2,-2,-2,-2,-2,0,43951,37633,
567,90000,2,1,2,24,0,0,0,0,0,0,1,12884,107492,
568,360000,1,1,2,28,-1,-1,-1,-1,-1,-1,0,48124,37909,
569,50000,1,3,2,26,0,0,0,0,0,0,0,6685,155313,
570,270000,2,1,1,40,0,0,0,-2,-2,-2,0,1000,24457,
571,200000,2,1,2,29,1,-1,-1,-1,-1,-1,0,38096,93578,
572,50000,2,2,2,23,0,0,0,0,0,0,0,9496,194735,
573,350000,1,1,2,33,-1,-1,-1,-2,-2,-1,0,15084,25844,
574,160000,2,2,2,60,-2,-1,-1,0,-1,-1,1,10431,14048,
575,80000,2,3,1,49,-1,-1,-1,-1,-1,-1,0,30745,26122,
576,290000,1,1,1,53,2,0,0,0,0,0,1,59114,1622960,
577,270000,2,1,2,28,-1,-1,-1,0,0,0,0,77166,143620,
578,80000,1,1,2,31,-1,-1,-1,-1,2,-1,0,30128,55230,
579,50000,1,2,2,36,0,0,0,0,0,0,0,5400,38925,
580,30000,1,2,1,35,-2,-1,-1,-1,-1,-2,0,16882,24623,
581,30000,1,2,2,28,1,-1,-1,-2,-2,-2,1,780,780,
582,90000,1,2,2,33,-1,0,0,0,0,0,0,46487,195738,
583,160000,1,1,2,26,-1,-1,-1,-1,-1,-1,0,72407,67573,
584,80000,2,3,2,53,0,0,0,0,0,0,0,15881,410262,
585,50000,1,2,2,42,0,0,0,0,0,0,0,7200,245027,
586,20000,2,1,2,25,0,0,0,0,0,2,0,5900,99055,
587,220000,1,1,1,43,1,-2,-2,-2,-2,-2,1,0,0,
588,210000,1,3,2,25,-1,-1,2,-1,-1,-1,1,44925,67409,
589,130000,2,2,2,29,0,0,0,0,0,0,0,18011,535030,
590,260000,2,2,1,31,-1,-1,0,0,-1,-1,0,159300,194136,
591,230000,2,1,1,30,0,0,0,-1,0,0,0,89840,254314,
592,160000,1,1,2,34,0,0,0,0,0,0,0,20862,512342,
593,50000,1,1,1,35,0,0,0,0,0,0,0,7220,77061,
594,80000,1,2,1,32,0,0,0,0,0,0,0,18017,261480,
595,110000,1,3,2,46,0,0,0,0,0,0,0,14882,356592,
596,200000,1,1,1,43,0,0,0,0,0,0,0,29861,826110,
597,360000,1,2,2,29,0,0,0,0,0,0,0,46711,1542987,
598,210000,2,3,2,31,1,-2,-2,-2,-2,-2,0,0,0,
599,80000,2,2,2,24,2,0,0,0,0,0,0,18249,389365,
600,300000,2,2,1,36,-1,-1,2,0,-1,-1,1,88921,79766,
601,310000,2,2,1,43,0,0,0,0,0,0,0,6310,148678,
602,30000,1,3,1,59,-1,-1,-1,-1,-1,-1,1,2880,3270,
603,170000,1,1,1,53,0,0,0,0,0,0,0,4616,103181,
604,140000,2,2,2,28,2,2,2,0,0,2,0,9001,172568,
605,180000,2,2,2,31,1,-2,-2,-2,-2,-2,0,1576,0,
606,50000,1,1,2,34,1,2,2,2,2,2,0,5930,142053,
607,50000,2,2,1,36,0,0,0,0,0,-2,0,3001,34423,
608,110000,2,1,2,24,0,0,0,0,2,0,0,17000,235819,
609,450000,2,3,1,36,-2,-2,-2,-2,-2,-2,0,30254,31012,
610,200000,2,2,1,34,-1,-1,-1,-1,-1,-1,0,2511,2511,
611,220000,1,1,2,43,0,0,-1,-1,-1,-1,0,99542,154835,
612,360000,2,1,2,29,0,0,-2,-2,-2,-1,1,2650,5930,
613,50000,1,2,1,37,0,0,0,0,0,0,0,11285,278195,
614,40000,1,2,2,23,2,2,0,0,0,0,0,6117,175916,
615,190000,2,2,1,37,1,2,2,2,2,2,0,29000,717765,
616,150000,1,1,2,33,0,0,0,0,0,0,0,13237,119769,
617,200000,2,1,1,37,1,-2,-2,-2,-1,-1,0,2965,595,
618,270000,2,2,1,56,0,0,0,0,0,0,0,26353,683049,
619,60000,1,1,2,25,0,0,0,0,0,0,0,11318,269005,
620,200000,2,2,1,39,0,0,0,0,0,0,0,16680,443849,
621,150000,2,2,1,39,0,0,0,0,0,0,0,15500,204705,
622,180000,2,2,2,28,-1,-1,-1,-1,-1,-1,0,3030,2170,
623,90000,2,1,2,27,0,0,-2,-2,-2,-2,0,0,7624,
624,360000,2,2,1,37,1,-2,-2,-2,-1,-1,0,4977,707,
625,90000,2,1,2,24,-1,-1,-2,-2,-2,-2,0,0,491,
626,20000,2,2,2,24,0,0,0,0,2,0,0,5646,89220,
627,70000,1,1,1,46,0,0,0,0,0,0,0,13340,318796,
628,230000,1,1,1,39,-1,-1,-1,-1,-1,-1,0,3960,3960,
629,30000,1,3,1,48,0,0,0,0,0,0,0,7283,175863,
630,200000,2,3,3,45,-1,-1,-1,-1,-1,-1,0,36184,35587,
631,100000,1,3,2,49,-1,-1,-2,-2,-2,-2,0,0,1440,
632,50000,2,2,2,23,0,0,0,0,0,2,0,12000,181591,
633,20000,2,3,1,25,0,0,0,0,0,-2,0,3459,45038,
634,210000,2,2,1,47,-2,-2,-2,-2,-2,-2,0,0,0,
635,110000,1,3,1,56,0,0,0,0,0,0,0,17177,193115,
636,20000,2,3,1,44,-1,-1,-1,-1,-1,-2,0,456,1006,
637,50000,2,3,1,49,0,0,0,0,0,0,0,6757,36792,
638,50000,1,2,1,41,0,0,0,0,0,0,0,5330,121995,
639,400000,2,1,2,40,-1,-1,-1,-1,-1,0,0,211702,337631,
640,170000,1,2,2,31,0,0,0,0,0,0,0,17000,334688,
641,280000,1,2,1,42,0,0,0,0,0,0,0,35867,882943,
642,130000,2,3,1,28,0,0,0,0,-2,-2,0,3500,200599,
643,210000,2,2,2,32,0,0,0,0,0,0,0,29500,336057,
644,370000,1,2,2,28,0,0,0,0,0,0,0,58000,817955,
645,30000,2,2,1,31,0,0,2,0,0,0,0,6942,127602,
646,150000,1,3,2,39,1,-1,-1,-2,-2,-2,0,15180,506730,
647,60000,1,3,1,31,2,0,0,-2,-2,-2,1,1027,70689,
648,80000,2,2,2,24,0,0,0,0,0,0,0,15686,392216,
649,280000,2,2,1,44,2,2,2,2,2,2,1,45000,1150758,
650,20000,2,2,2,46,8,7,6,5,4,3,0,0,118578,
651,270000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,1400,1000,
652,240000,2,2,2,26,0,0,-1,-1,-1,-1,0,38813,59161,
653,20000,2,1,2,22,0,0,0,0,0,0,0,6901,115711,
654,450000,2,1,1,42,1,-2,-2,-1,-1,-2,1,42200,41600,
655,10000,1,2,2,33,0,0,0,0,0,0,0,8145,49507,
656,280000,1,2,1,39,-2,-2,-2,-2,-2,-2,1,25643,24054,
657,290000,2,3,2,27,0,0,0,0,-1,-1,0,6300,55487,
658,190000,2,1,2,28,0,0,0,0,0,0,1,13500,273617,
659,80000,2,1,2,23,0,0,0,0,0,-1,0,11076,127112,
660,280000,2,2,2,28,-1,2,-1,-1,0,-1,0,6230,7540,
661,160000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,55935,68180,
662,90000,1,2,1,40,0,0,0,-1,-1,-1,1,5358,90025,
663,140000,2,1,2,37,-1,-1,-1,-2,-2,-1,0,40510,41544,
664,50000,1,1,2,22,0,0,0,0,0,-1,0,4180,29567,
665,40000,2,2,1,32,0,0,0,2,2,2,0,9810,167564,
666,130000,2,3,1,43,0,0,0,0,0,0,0,25021,652165,
667,70000,2,3,1,27,0,0,0,0,0,2,0,14964,378784,
668,30000,2,2,1,35,0,0,0,0,0,0,0,8281,155444,
669,100000,2,3,1,35,1,2,2,2,2,2,0,24800,599839,
670,20000,2,1,1,30,2,2,2,0,0,0,1,3500,43329,
671,30000,2,2,2,34,2,-1,2,2,2,2,0,76230,275375,
672,20000,1,2,1,34,0,0,0,0,0,0,1,6789,91072,
673,100000,2,1,2,28,2,0,0,0,0,0,1,19423,500780,
674,30000,1,2,2,25,2,2,7,7,7,6,1,0,13800,
675,320000,2,1,1,41,0,0,0,0,0,0,0,24120,611655,
676,90000,1,3,2,42,2,2,2,2,2,2,1,6700,249902,
677,190000,1,2,2,40,2,2,2,2,2,2,1,48600,959287,
678,200000,1,1,2,28,0,0,0,0,0,0,0,111129,800524,
679,300000,2,2,2,31,-1,-1,-1,-1,0,-1,0,19514,22757,
680,30000,2,1,2,56,-1,0,0,-2,-2,-2,0,36403,74142,
681,110000,2,2,3,45,0,0,0,0,0,0,0,11315,133460,
682,230000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,1024,1024,
683,230000,2,1,1,35,0,0,0,0,-2,-2,0,2250,15873,
684,310000,2,2,2,28,0,0,0,0,0,0,0,33000,497918,
685,320000,1,1,1,40,0,0,0,0,0,0,0,70000,1423739,
686,360000,1,1,1,47,-1,-1,-1,0,-1,-1,0,200250,362529,
687,20000,2,3,1,41,-1,-1,-1,0,0,0,1,3532,4049,
688,170000,2,2,2,27,0,0,0,0,0,0,0,52700,991237,
689,140000,1,1,1,40,0,0,0,0,0,0,0,28766,778849,
690,80000,1,2,2,32,0,0,0,0,0,0,0,9611,279502,
691,150000,1,2,2,35,0,0,0,-1,-1,-1,0,106469,240075,
692,170000,1,2,2,27,-1,2,2,-2,-2,-2,0,0,1950,
693,200000,2,2,1,29,2,0,0,0,0,0,1,30193,814865,
694,70000,1,1,2,30,0,0,2,0,0,2,0,15050,350836,
695,320000,1,2,1,37,-2,-2,-2,-2,-2,-2,0,28706,67096,
696,150000,2,1,2,29,-2,-2,-2,-2,-2,-2,0,0,0,
697,50000,2,1,1,34,0,0,0,-1,0,0,0,12674,89632,
698,90000,2,2,2,34,-1,2,2,-2,-2,-2,0,0,16292,
699,280000,1,1,1,41,-2,-2,-2,-2,-1,0,0,151539,174504,
700,300000,2,1,2,31,0,0,0,0,2,-1,0,5263,184067,
701,400000,2,2,2,40,-2,-2,-2,-2,-1,-1,0,10144,9759,
702,200000,2,1,1,27,-1,-1,-1,-1,-1,-1,0,17486,21962,
703,10000,2,3,2,22,0,0,0,0,-2,-2,1,3036,26146,
704,50000,2,2,3,30,1,3,2,0,0,0,1,5600,231633,
705,30000,2,2,3,22,1,2,4,3,2,2,0,9300,150950,
706,50000,1,1,2,26,-1,0,0,0,0,0,1,8100,106040,
707,50000,1,2,1,38,1,2,0,0,0,0,0,14200,329171,
708,30000,2,3,1,46,1,2,2,2,2,2,0,4470,78343,
709,20000,1,2,2,24,0,0,-1,2,0,0,0,2338,21139,
710,20000,1,2,2,49,0,0,0,0,0,0,0,3785,99503,
711,50000,1,1,3,49,0,0,0,0,0,0,0,8391,109793,
712,30000,2,2,1,42,0,0,0,0,0,0,0,9164,199327,
713,360000,2,1,1,30,1,2,-1,0,-1,-1,0,6147,39679,
714,170000,1,2,1,42,1,-1,-1,-2,-2,-1,0,6440,6440,
715,400000,2,1,2,31,-2,-2,-2,-2,-2,-2,0,4877,5048,
716,50000,2,2,1,49,0,0,0,0,0,0,0,9822,193722,
717,160000,2,2,2,27,0,0,0,0,0,0,0,22000,498263,
718,70000,2,2,1,33,0,0,0,0,0,0,1,7083,182163,
719,150000,2,1,1,35,1,-2,-2,-2,-2,-2,0,0,0,
720,80000,2,2,2,48,0,0,0,0,0,0,0,32649,192649,
721,30000,2,2,2,22,0,0,2,0,0,0,0,11952,162856,
722,10000,1,2,2,22,0,0,0,0,0,0,1,7500,49081,
723,180000,2,1,2,27,1,-1,-1,-1,-1,-1,0,20003,16670,
724,320000,1,1,1,47,-1,-1,-1,-1,-1,-1,0,27532,36186,
725,80000,2,2,2,34,0,0,0,2,2,2,0,8838,172717,
726,10000,1,2,1,45,0,0,0,2,0,0,1,4300,54824,
727,360000,2,2,2,39,-1,-1,-1,0,-1,-1,0,39686,52108,
728,450000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,5597,1506,
729,330000,2,2,2,29,0,0,0,0,-1,-1,0,157274,449880,
730,60000,1,1,2,29,-1,2,-1,-1,2,2,1,2082,4193,
731,50000,2,3,2,26,0,0,0,0,0,0,0,5199,62292,
732,200000,1,2,1,38,0,0,0,0,0,0,0,35917,963422,
733,120000,1,1,2,34,1,2,-1,-1,-2,-2,0,621,2484,
734,160000,2,1,1,37,-1,-1,-1,-1,-1,-1,0,1580,1580,
735,110000,1,2,1,57,0,0,0,0,0,0,0,10651,237361,
736,70000,2,3,1,50,-2,-2,-1,0,0,0,0,22562,98750,
737,150000,2,3,2,28,0,0,0,0,0,0,0,22157,604366,
738,610000,2,1,2,31,0,0,0,0,0,0,0,67490,606920,
739,110000,2,1,2,25,0,0,0,0,0,0,0,21172,537686,
740,80000,2,2,2,25,2,0,0,2,0,0,1,11439,129733,
741,170000,2,2,1,33,0,0,0,0,0,0,0,21880,514117,
742,110000,2,1,2,30,-1,-1,-1,-1,-2,-2,0,5803,6861,
743,140000,2,1,1,51,0,0,0,0,0,0,0,12174,339033,
744,70000,1,1,2,51,0,0,0,2,0,0,0,16500,251604,
745,260000,2,2,1,46,-2,-2,-2,-2,-2,-2,0,60816,110610,
746,170000,1,3,2,38,0,0,0,0,0,0,0,21000,158472,
747,50000,2,2,1,34,0,0,0,0,0,0,0,12721,84696,
748,300000,2,3,1,34,0,0,0,0,0,0,1,48373,1400112,
749,150000,2,1,2,31,2,-1,-1,-1,-1,-1,1,11587,11977,
750,50000,2,2,2,25,8,7,6,5,4,3,1,4000,216955,
751,50000,2,2,1,26,1,-2,-1,0,0,0,0,7493,13700,
752,90000,2,1,2,25,2,0,0,0,0,-1,0,85758,351580,
753,50000,1,2,2,26,0,0,0,0,0,0,1,26359,178867,
754,500000,2,2,2,43,-1,0,0,0,0,0,0,10465,189761,
755,470000,2,2,1,36,-1,0,0,-1,-1,-1,0,6092,7057,
756,230000,1,2,2,58,0,0,0,0,0,0,0,24555,550625,
757,140000,2,2,2,26,0,0,-1,-1,0,0,0,45641,90289,
758,230000,2,2,1,30,2,0,-1,-1,-1,-1,1,26556,39593,
759,420000,2,2,2,31,0,0,0,0,-1,-1,0,74695,138698,
760,30000,2,2,2,24,0,0,0,0,0,0,0,10464,186115,
761,50000,2,2,2,52,1,2,0,0,0,2,1,6220,171979,
762,140000,2,2,2,24,-1,-1,-2,-1,-1,-2,0,233,430,
763,260000,2,2,1,35,-1,-1,-1,-1,-1,0,0,191998,255927,
764,90000,2,3,2,29,-1,2,-1,-1,-1,-2,0,6622,27807,
765,240000,2,2,1,33,0,0,0,0,0,0,0,59000,1427317,
766,510000,2,1,2,35,-1,0,0,0,0,-1,0,9068,18930,
767,110000,2,2,1,35,0,0,0,0,0,0,0,17460,277497,
768,210000,2,1,2,28,-1,-1,-1,0,0,0,0,49186,52774,
769,220000,1,2,1,40,-1,-1,-2,-2,-2,-2,0,2475,770,
